month,outlet_id,name,trading_area,company,class_of_market,lat,lng,ms,hsd,ms_ly,hsd_ly,,,,
2025-11,125144,HIGHWAY PETROLEUM AGENCY,PONNANI (ON NH66),IOC,D1,10.760971,75.927561,95,61,105,113,,,,
2025-11,299051,BENZY FUEL,PONNANI (ON NH66),IOC,D1,10.776616,75.940181,91,77,70,59,,,,
2025-11,378694,JAI PETROLEUM,PONNANI (ON NH66),IOC,D1,10.70888,75.95597,0,0,0,0,,,,
2025-11,125128,BENZY PETROLEUM,Ponnani,IOC,C,10.78205,75.935614,80,60,80,55,,,,
2025-11,272261,POOLAKUNDAN PETROLEUM,PARAPPUR-TIR RSA,IOC,E,11.027646,75.995407,54,52,48,48,,,,
2025-11,185764,GRACE PETROLEUM,PARAPPANANGADI,IOC,C,11.052979,75.856068,125,115,113,121,,,,
2025-11,194760,PERUVALLUR PETROLEUM,PARAMBIL PEEDIKA,IOC,E,11.113143,75.947999,60.5,73.5,64,92,,,,
2025-11,269683,PALLIKKAL FUELS,PALLIKKAL BAZAR,IOC,E,11.150142,75.90978,28,32,28,44,,,,
2025-11,277552,MALIYAKKAL,OORAKAM,IOC,D2,11.0648,76.0286,110,210,95,305,,,,
2025-11,331474,MANISSERY FUELS,Naduvattom Karinkalathani Road,IOC,E,10.759932,75.972687,113.5,66.5,103,67,,,,
2025-11,333010,MUTHUVALLUR PETROLEUM,MUTHUVALLUR,IOC,E,11.1775,76.0016219,54,42,54,38,,,,
2025-11,353705,MALAPPURATH PETROLEUM,MATHAMKULAM,IOC,E,11.11675,75.93966,18,28,20,28,,,,
2025-11,371069,MEKKAMANNIL PETROLEUMS,MATHAMKULAM,IOC,E,11.1294769,75.946753,30,38,0,0,,,,
2025-11,125209,SREE PETROLEUM AGENCIES,KUTTIPURAM (ON NH),IOC,D1,10.863983,76.038315,79,137,59,81,,,,
2025-11,194519,ANRANJU FUELS,Kuttippuram,IOC,E,10.844916,76.031944,63,91,49,103,,,,
2025-11,271724,FATHIMA PETROLEUM,KURUMBATHUR,IOC,E,10.92512,75.997416,100,188,96,180,,,,
2025-11,352152,KANNAMANGALAM FUELS,KUNNUMPURAM,IOC,D2,11.09305549,75.95439927,98,102,96,116,,,,
2025-11,125236,KIMS PETROLEUM,KOTTAKKAL (ON SH),IOC,D2,11.009417,76.014228,105,140,105,150,,,,
2025-11,187703,NEELANKATH VEERANKUTTY HAJI,KOTTAKKAL (ON NH),IOC,D1,10.99159,75.993119,134,148,125,169,,,,
2025-11,208096,BROTHERS PETROLEUM,KONDOTTY (ON EDAVANNAPARA ROAD),IOC,C,11.154782,75.958198,53,223,49,165,,,,
2025-11,188647,COCOKONDOTTY,KONDOTTY,IOC,D1,11.14287,75.96855,92.613,114.502,77.244,99.695,,,,
2025-11,378662,KODINHI FUELS,KODINHI,IOC,E,11.006486,75.911834,46,30,0,0,,,,
2025-11,339065,MALIYAKKAL PETROLEUM,KANNAMANGALAM,IOC,E,11.099242,75.974777,12,86,13,139,,,,
2025-11,328648,NALLATUTHODIKA PETROLEUM,Kanjipura Moodal Bypass,IOC,E,10.8971,76.04429,54,62,44,52,,,,
2025-11,366391,P HAMZA HAJI & SONS ADHOC,KALPAKANCHERI,IOC,E,10.96218,75.97592,60,58,52,56,,,,
2025-11,374991,AMNA PETROLEUM,KALPAKANCHERI,IOC,E,10.9366296,75.9938703,16,8,0,0,,,,
2025-11,352145,B & B PETROLEUM,KALOTH,IOC,D2,11.1474457,75.9770871,77,77,86,90,,,,
2025-11,175973,P.P.PETROLEUM,KAKKANCHERY,IOC,D1,11.1512227,75.8942511,117,121,40,80,,,,
2025-11,372984,MKM PETROLEUM,KAKKANCHERY,IOC,D1,11.1416285,75.8949887,35,25,0,5,,,,
2025-11,125004,KOOLATH MOHAMMED & SONS,KAKKAD,IOC,D1,,,0,0,0,0,,,,
2025-11,125203,EVEREST FUELS,Eramangalam,IOC,D2,10.723029,75.976825,79.5,42.5,71,37,,,,
2025-11,187712,ABISHEK AUTO FUELS,Edappal (on SH),IOC,D2,10.796931,76.006488,85,105,84,84,,,,
2025-11,193920,NICE PETROLUEM,Edappal (on MDR),IOC,E,10.787483,75.977958,89,75,89,63,,,,
2025-11,208616,EMARAT PETROLEUM,Edappal (on MDR),IOC,E,10.784467,76.014109,64,68,94,94,,,,
2025-11,216348,NIMS PETROLEUM,CHIRAMANGALAM,IOC,E,11.026891,75.8675,66,122,69,127,,,,
2025-11,352137,V K PETROLEUM,CHETTIPADI TO CHELARI,IOC,E,11.093467,75.881241,81,71,86,89,,,,
2025-11,289393,CHAKKEERI PETROLEUM,CHERUR,IOC,E,11.064706,75.987303,55,60,55,90,,,,
2025-11,252629,UCHAKKAVIL FUELS,CHEMMAD,IOC,E,11.0480791,75.9094099,72,72,80,76,,,,
2025-11,367798,ZEAL FUELS,CHEMBRA,IOC,C,10.932758,75.9227693,52,24,0,0,,,,
2025-11,124986,N.C. PETROLEUM ENTERPRISES,CHELARI,IOC,D1,11.111501,75.889906,53,53,70,70,,,,
2025-11,335802,ENERGY FUEL PARK,Changaramkulam,IOC,D2,10.73285,76.039442,126,118,118,106,,,,
2025-11,187704,CKM ASSOCIATES,Changaramkulam,IOC,D2,10.733841,76.031172,145,115,157,117,,,,
2025-11,125235,P HAMZA HAJI & SONS,B.P ANGADI,IOC,C,10.902279,75.923327,100,98,112,146,,,,
2025-11,188253,ALKOS PETROLEUM AGENCY,B.P ANGADI,IOC,E,10.889744,75.929782,116,88,117,117,,,,
2025-11,188258,PRABHA FUEL STATION,AYIKKARAPPADI,IOC,D1,11.178269,75.894277,52,68,56,76,,,,
2025-11,346531,ZEAL PETROLEUM,AILATHUR,IOC,E,10.8320507,75.9482885,61,37,100,96,,,,
2025-11,380970,GRAND FUELS,Kottakkal-Indianoor,IOC,C,10.9898428,76.0214803,0,0,0,0,,,,
2025-11,381831,KLS ZAEEM PETROLEUM,THAVANUR,IOC,D1,10.8359453,75.9894292,0,0,0,0,,,,
2025-11,384546,FORTY FOUR PETROLEUM,ATHANIKKAL,IOC,E,11.1243643,75.8602554,0,0,0,0,,,,
2025-11,385641,MACHINGAPARA FUELS,MACHINGAPARA,IOC,E,10.9478567,75.9544234,0,12,0,0,,,,
2025-11,52021446,JPS PETROLEUM,THANALUR,MRPL,E,10.9522027,75.916499,92,94,74.5,80.5,,,,
2025-11,52021106,MOONAKKAL PETROLEUM,POOKATTIRI,MRPL,D2,10.9025921,76.0895739,80,100,75,80,,,,
2025-11,52020226,KAPPADAN FUELS,MUTHUVALLUR,MRPL,E,11.1865141,75.9677788,90,94,75,90,,,,
2025-11,52021226,SMILE FUELS,KURUMBATHUR,MRPL,E,10.9293334,75.99825,80,108,70,97,,,,
2025-11,52017906,ENOC PETROL STATION,KUNNUMPURAM,MRPL,D2,11.1089095,75.9566362,78,97,80,80,,,,
2025-11,52025746,Adnoc Fuels,CHETTIPADI TO CHELARI,MRPL,E,11.0815488,75.8609615,38,98,0,0,,,,
2025-11,52015446,NASEER PETROLEUM,AYIKKARAPPADI,MRPL,D1,11.179561,75.8893188,124.5,120.5,145,170,,,,
2025-11,25816909337,MALABAR PETROLEUM,VENGARA,NEL,D2,11.0490485,75.9557441,72,88,70,76,,,,
2025-11,51814369,Thadathil Petroleum,VATTATHANI,NEL,E,,,64,76,95,106,,,,
2025-11,25816910010,PMH PETROLEUM,VALIYAPARAMBU,NEL,E,,,84,84,70,80,,,,
2025-11,51818206,KRS PETRO PARK,VAILATHUR,NEL,D2,10.9745202,75.966958,50,54,55,63,,,,
2025-11,51810126,NVP PETROLEUM AGENCY,THEYYALA,NEL,E,10.999391,75.921136,64,74,65,70,,,,
2025-11,51816866,Pioneer Venture,RANDATHANI,NEL,D1,,,46,80,38,50,,,,
2025-11,40617,REGAL AMPM,PULIKKAL,NEL,D1,11.1676241,75.9301839,56,82,70,80,,,,
2025-11,35408,City Petroleum,PONNANI (ON NH66),NEL,D1,,,72,84,40,70,,,,
2025-11,16481,THIRUVONAM ENTERPRISES,PARAPPANANGADI,NEL,C,11.0704677,75.8537779,70,76,35,40,,,,
2025-11,37561,PULIKKAL FUELS,MORAYUR,NEL,D1,,,78,74,75,80,,,,
2025-11,41049,Mullakkalam Fuels,MATHAMKULAM,NEL,E,11.1313592,75.9440151,50,76,55,60,,,,
2025-11,51820546,RUNWAY PETROLEUM,CHIRAMANGALAM,NEL,C,11.0092005,75.8720943,44,58,45,60,,,,
2025-11,41970,KUNNATHERI PETROLEUM,CHELARI,NEL,D1,11.1028405,75.893087,58,64,45,52,,,,
2025-11,35407,Emirates Petroleum,Changaramkulam,NEL,D2,,,0,0,0,0,,,,
2025-11,51810366,MAGMA FUELS,AYIKKARAPPADI,NEL,D1,11.1806553,75.885785,70,75,80,70,,,,
2025-11,51815506,Naft Petroleum ,AILATHUR,NEL,E,10.838447,75.946537,64,74,75,100,,,,
2025-11,35405,GS International,Valanchery,RIL,D1,10.8923441,76.0656241,150,159,160,140,,,,
2025-11,16463,Neeliyat Petroleum,TIRUR(ON SH71),RIL,D2,10.9265725,75.9310443,130,150,140,130,,,,
2025-11,51917907,RAM FUELS,PARAPPANANGADI,RIL,C,11.0604608,75.8548487,140,160,150,150,,,,
2025-11,16477,BROTHERS PETROLEUM,KOTTAKKAL (ON NH),RIL,D1,10.997152,75.987773,144,160,200,170,,,,
2025-11,35406,C.K.Gopinathan Fuels,Edappal (on SH),RIL,D2,10.7903466,76.008724,0,0,0,0,,,,
2025-10,146267,MALIYAKKAL FILLING STATION,VENGARA,BPC,D2,11.0512894,75.9845704,0,0,0,0,,,,
2025-10,215812,MOOKKAMPARAMBATH AUTO FUELS (2020-21),VALLIKUNNU,BPC,E,11.12183,75.84632,0,0,0,0,,,,
2025-10,116140,KEYTEES PETROLEUM,Valanchery,BPC,D1,10.8867754,76.0728141,92,112,64,80,,,,
2025-10,230305,CITY PETROLEUM,VAILATHUR,BPC,D2,10.9703104,75.9658111,98,102,81,83,,,,
2025-10,146264,MIYAN PETROLEUM,THIRUNAVAYA,BPC,E,10.86345,75.97881,60,60,52,56,,,,
2025-10,162956,BP-THALAPPARA,THALAPPARA,BPC,D1,11.0741104,75.9036425,170,137,197,199,,,,
2025-10,149639,P M PETROLEUM,TANUR,BPC,C,10.96751,75.88492,60,72,80,76,,,,
2025-10,189806,AYISHA PETROLEUM,PONNANI(ON SH62),BPC,D2,10.780234,75.9488313,100,68,88,56,,,,
2025-10,143244,PARAPPANAD PETROLEUM,PARAPPANANGADI,BPC,C,11.0424998,75.8614383,52,68,52,80,,,,
2025-10,233926,ROYAL FUELS,PALLIKKAL BAZAR,BPC,E,11.1485197,75.9024727,92,100,78,86,,,,
2025-10,219106,MOROOTTIL FUELS (NRO 2020-21),MORAYUR,BPC,D1,11.13336,76.01423,119,179,110,220,,,,
2025-10,162537,CHAITHRAM FUELS,KUTTIPURAM (ON NH),BPC,D1,10.8576887,76.0365593,20,28,28,56,,,,
2025-10,147927,ITHIKKAL PETROLEUM,KOTTAKKAL (ON SH),BPC,D2,10.9999633,75.9965663,216,268,198,232,,,,
2025-10,146933,RISHA PETROLEUM,KALPAKANCHERI,BPC,E,10.93998,75.98066,128,124,124,128,,,,
2025-10,116141,VENGARA PETROLEUM AGENCY,KAKKAD,BPC,D1,11.038625,75.937835,158,166,163,161,,,,
2025-10,172015,ANUS FUEL AGENCY,KADAMPUZHA,BPC,E,10.93927,76.03884,102,118,88,84,,,,
2025-10,180272,P.N.M.FUELS,Eramangalam,BPC,D2,10.70267,75.98235,112,68,100,68,,,,
2025-10,116136,M.KUTTY HASSAN KUTTY & CO.,Edappal (on SH),BPC,D2,10.7834019,76.0078356,32,64,68,88,,,,
2025-10,168865,THANKOM PETRO PARK,CHETTIPADI TO CHELARI,BPC,E,11.0898756,75.878525,60,36,76,56,,,,
2025-10,146265,MALIYAKKAL FUELS,CHEMMAD,BPC,E,11.0466849,75.9110172,92,88,104,124,,,,
2025-10,254121,KOHINOOR PETROLEUM,CHELARI,BPC,D1,11.119522,75.8931872,12,0,0,0,,,,
2025-10,182026,FIDHA PETROLEUM,B.P ANGADI,BPC,C,10.9037746,75.9219113,108,72,116,88,,,,
2025-10,184424,HAJI MUHAMMED ALI SONS,AILATHUR,BPC,E,10.8715946,75.9338532,100,56,128,100,,,,
2025-10,258634,ALOHA PETROLEUM,KONDOTTY,BPC,C,,,0,0,0,0,,,,
2025-10,258702,GREENWAY FUELS,KURUMBATHUR,BPC,E,,,0,0,0,0,,,,
2025-10,259357,ROYAL AUTO FUELS,OTHUKKUNGAL (ON SH),BPC,E,11.0206781,76.0228274,8,4,0,0,,,,
2025-10,41070555,VISTA FUELS,VETTICHIRA,HPCL,D1,10.9135126,76.0454023,0,0,0,0,,,,
2025-10,41028327,VENGARA FUELS,VENGARA-POOCHOLAMAD ROAD,HPCL,E,11.0550999,75.9780664,50,48,48,36,,,,
2025-10,41006140,KUNDUPUZHAKKAL FUELS,VENGARA,HPCL,D2,11.0512157,75.9884958,115,185,94,189,,,,
2025-10,41072566,NMS PETROLEUM,VATTATHANI,HPCL,C,10.9589216,75.8958929,74,66,0,0,,,,
2025-10,41028341,PRIMO PETROLEUM,VALLIKUNNU,HPCL,E,11.10483,75.838501,119,83,92,64,,,,
2025-10,41074059,MALABAR PETROLEUM,VALIYAPARAMBU,HPCL,E,11.0006541,76.0487356,52,60,0,0,,,,
2025-10,41026048,P ACHUTHAN NAIR & CO-VA,VALANCHERY-KOPPAM ROAD,HPCL,C,10.8858393,76.0736275,54,100,56,100,,,,
2025-10,41072515,MATSYAFED FUELS,VAKKAD,HPCL,E,10.8965965,75.8927423,100,62,70,50,,,,
2025-10,41002036,J&M PETROLEUM,VAILATHUR,HPCL,D2,10.9434552,75.9388991,53,45,72,48,,,,
2025-10,41027813,JAMEELA PETROLEU5,TIRUR(ON SH71),HPCL,D2,10.9181962,75.9257248,68,112,88,128,,,,
2025-10,41072571,VORTEX FUELS,TIRUR (ON EZHUR ROAD),HPCL,C,10.9079172,75.9370621,68,44,0,0,,,,
2025-10,41030288,RAHINA PETROLEU5,TIRUR,HPCL,C,10.9260204,75.9124693,64,56,104,88,,,,
2025-10,41028685,MSHSD CHANGAMPALLY FUELS,THIRUNAVAYA,HPCL,E,10.87099707,75.95968442,72,52,62,42,,,,
2025-10,41028384,THEYYALINGAL PETROLEUM,THEYYALA,HPCL,E,10.9882831,75.9065332,85,61,115,87,,,,
2025-10,41011423,VALLIYAMMU PETROLEUM,THAVANUR,HPCL,D1,10.8355228,75.9896452,143,179,118,140,,,,
2025-10,41009099,CP HASSAINAR HAJI SON,TANUR,HPCL,C,10.95394043,75.87623017,25,25,20,28,,,,
2025-10,41011494,HIGHWAY FUELS,RANDATHANI,HPCL,D1,10.9747704,76.0073504,71,79,44,76,,,,
2025-10,41002044,THEYYAMPATTIL PETROLEUM,PUTHANATHANI,HPCL,D1,10.9342565,76.0071006,60,80,40,56,,,,
2025-10,41069662,ADHOC KAMMUS FUELS/ADHOC KALATHINGAL PETROLEUM,PULIKKAL,HPCL,D1,11.17078447,75.9131242,94,100,95,97,,,,
2025-10,41006132,ESS VEE AGENCIES,PONNANI (ON NH66),HPCL,D1,10.7810895,75.9243424,44,40,40,44,,,,
2025-10,41025523,7 MANI AND CO,Ponnani,HPCL,C,10.78221,75.91844,0,56,0,75,,,,
2025-10,41000173,7 MANI AND CO MS RESITEMENT,Ponnani,HPCL,C,10.78102,75.92429,68,0,69,0,,,,
2025-10,41011374,HSD MATSYAFED DIESEL BUNK PONNANI,Ponnani,HPCL,C,10.785547,75.917065,0,12,0,84,,,,
2025-10,41028728,WEST COAST PETROLEUM AG,PARAPPANANGADI,HPCL,C,11.0486724,75.8588415,20,50,20,52,,,,
2025-10,41030464,TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,E,11.1033011,75.9244014,79,67,76,68,,,,
2025-10,41028674,M P T Petroleum,PALLIKKAL BAZAR,HPCL,E,11.1522707,75.9177496,74,92,73,87,,,,
2025-10,41030460,OTHUKUNGAL FUELS,OTHUKKUNGAL (ON SH),HPCL,D2,11.0225994,76.0235667,110,130,108,144,,,,
2025-10,41011412,DAKOTA FILL & FLY,Naduvattom Karinkalathani Road,HPCL,E,10.7715175,75.9993812,71,55,70,46,,,,
2025-10,41070271,VOYAGE FUELS,KUTTIPURAM (ON NH),HPCL,D1,10.8668424,76.0406967,34,58,4,8,,,,
2025-10,41028463,BALAN AND MOHAN,Kuttippuram,HPCL,E,10.8438062,76.031948,89,93,84,96,,,,
2025-10,41011151,MSHSD RAINBOW PETROLEUM,KURUMBATHUR,HPCL,E,10.89844287,75.99555897,98,74,108,100,,,,
2025-10,41012307,KUNNUMPURAM PETROLEUM,KUNNUMPURAM,HPCL,D2,11.081187,75.95081,82,121,68,124,,,,
2025-10,41028450,P ACHUTHAN NAIR & CO-KO,KOTTAKKAL (ON NH),HPCL,D1,10.99908,75.99129,69,169,58,166,,,,
2025-10,41030308,5 7 PUTHIYAVEETIL AGENCIES,KONDOTTY,HPCL,D1,11.15986,75.946536,0,0,0,0,,,,
2025-10,41029341,CP MOHAMED KUTTY,KONDOTTY,HPCL,D1,11.1508858,75.9591193,89,138,88,140,,,,
2025-10,41002023,SEEPEACE FUELS,KONDOTTY,HPCL,D1,11.1423633,75.970181,120,189,110,170,,,,
2025-10,41012511,KOLAPPURAM PETROLEUM AG,KOLAPPURAM,HPCL,D1,11.0615467,75.9348007,182,217,116,128,,,,
2025-10,41005475,PAZHERI FUELS,KALOTH,HPCL,D2,11.1478335,75.9784852,60,48,64,56,,,,
2025-10,41002047,P K AUTO FUELS,KAKKANCHERY,HPCL,D1,11.143891,75.895467,82,58,80,60,,,,
2025-10,41028388,PC PETROLEUM,KAKKANCHERY,HPCL,D1,11.15615092,75.89105206,49,77,88,88,,,,
2025-10,41012299,STAR PETROLEUM,KAKKAD,HPCL,D1,11.0215473,75.9480411,40,44,48,48,,,,
2025-10,41011141,MSHSD KOZHIKKAL SONS PETROLEUM,KAKKAD,HPCL,D1,10.99622094,75.96098932,65,45,82,82,,,,
2025-10,41028149,GOVINDA AGENCIES,Edappal (on SH),HPCL,D2,10.8110471,76.0101634,112,104,108,96,,,,
2025-10,41012278,KUMAR PETROLEUM,Edappal (on SH),HPCL,D2,10.7722207,76.0145387,173,339,175,286,,,,
2025-10,41076797,NICE PETROLEUM,Edappal (on MDR),HPCL,E,10.7849653,76.0181996,0,0,0,0,,,,
2025-10,41074486,ABRAJ PETROLEUM,Edappal (on MDR),HPCL,E,10.7855157,76.0034548,120,62,0,0,,,,
2025-10,41075133,OASIS PETROLEUM,CHETTIPADI TO CHELARI,HPCL,E,11.0798806,75.8583326,0,0,0,0,,,,
2025-10,41006143,THEJUS PETROLEUM CHEMMA,CHEMMAD(ON SH65),HPCL,D2,11.043076,75.9050597,110,70,128,84,,,,
2025-10,41075039,TIRURANGADI FUELS,CHEMMAD,HPCL,C,11.0342203,75.9081167,82,44,0,0,,,,
2025-10,41064103,ENERGY PETRO PARK,CHELARI,HPCL,D1,11.1031333,75.892462,91,93,0,0,,,,
2025-10,41012528,L & G PETRO POINT,Changaramkulam,HPCL,D2,10.7327111,76.0440303,88,80,72,60,,,,
2025-10,41075131,L & K FUELS,B.P ANGADI,HPCL,E,10.8866792,75.9305574,51,39,0,0,,,,
2025-10,41006921,KPK PETROLEUM,AILATHUR,HPCL,E,10.85486584,75.93893765,83,71,92,88,,,,
2025-10,41072529,CK PETROLEUM,AILATHUR,HPCL,E,10.8311191,75.9488763,65,61,8,4,,,,
2025-10,41075058,MAMPURAM FUELS, VK PADI MAMBURAM ROAD ,HPCL,E,11.0767651,75.9029706,0,0,0,0,,,,
2025-10,41077874,KN FUELS,KOHINOOR,HPCL,E,11.1258707,75.8975123,4,0,0,0,,,,
2025-10,41088404,PUTHUPARAMB PETROLEUM,PUTHUPARAMB,HPCL,E,,,0,0,0,0,,,,
2025-10,369496,ATR PETROLEUM,VETTICHIRA,IOC,D1,10.9286167,76.02627153,91,91,36,36,,,,
2025-10,193180,VARADA FUELS,VETTICHIRA,IOC,D1,10.925452,76.030547,57,113,48,120,,,,
2025-10,365027,GOLDEN FUELS,VAZHAYUR,IOC,E,11.2120279,75.9037622,20,28,0,0,,,,
2025-10,374994,ANANGADI FUELS,VALLIKUNNU,IOC,E,11.1095379,75.8362054,0,0,0,0,,,,
2025-10,198669,PAYINGAL PETROLEUM,VALANCHERY-PERINTHALMANNA ROAD TIR RSA,IOC,D2,10.893371,76.074432,49,103,48,108,,,,
2025-10,288174,KTJ PETROLEUM,VALANCHERY-KOPPAM ROAD,IOC,E,10.8811232,76.0864122,140,124,120,108,,,,
2025-10,125132,SIGMA ENTERPRISES,Valanchery,IOC,D1,10.897987,76.061268,84,120,108,156,,,,
2025-10,289385,CP PETROLEUM,VAKKAD,IOC,E,10.875418,75.897813,104,86,100,89,,,,
2025-10,366596,ARAFA PETROMART,VAKKAD,IOC,E,10.8922839,75.9133662,0,0,0,0,,,,
2025-10,367842,FUELMAX PETROLEUM,VAILATHUR-KARINKAPPARA ROAD,IOC,E,10.958012,75.946393,65,61,0,0,,,,
2025-10,132413,P.K.FUELS,VAILATHUR,IOC,D2,10.95326,75.949828,42,38,83,93,,,,
2025-10,187714,SALEEMA PETROLEUM,TIRUR(ON SH71),IOC,D2,10.93195,75.933382,56,88,72,108,,,,
2025-10,289389,KHALOORIKA PETROLEUM,TIRUR (ON EZHUR ROAD),IOC,C,10.904376,75.939109,38,30,57,36,,,,
2025-10,337736,AMMENGARAS PETROLEUM,TIRUR (ON EZHUR ROAD),IOC,C,10.91527,75.92592,50,42,82,62,,,,
2025-10,131235,INTERNATIONAL PETROLEUM,TIRUR,IOC,C,10.926949,75.911624,62,62,82,87,,,,
2025-10,373070,TIRUR PETROLEUM,TIRUR,IOC,C,10.92329381,75.91317855,93,63,0,0,,,,
2025-10,187723,KIRAN PETROLEUM,THIRUNAVAYA,IOC,E,10.863214,75.974678,72,84,73,93,,,,
2025-10,330792,A K PETROLEUM,THEYYALA,IOC,E,10.991809,75.914709,44,44,46,50,,,,
2025-10,188272,FULL FILL FUELS,TANUR,IOC,C,10.980408,75.876741,114,265,110,255,,,,
2025-10,124991,K.S CIVIL SUPPLIES CO (TANUR),TANUR,IOC,C,10.9842,75.87501,52,32,44,40,,,,
2025-10,355549,THAJ FUELS,RANDATHANI,IOC,D1,10.958543,76.007593,69,106,52,84,,,,
2025-10,348927,PUTHANATHANI PETROLEUM,PUTHANATHANI,IOC,D1,10.940877,75.999996,30,42,78,86,,,,
2025-10,337735,VEE PEE PETROLEUM,POOKATTIRI,IOC,D2,10.9026,76.090888,95,125,85,135,,,,
2025-10,125144,HIGHWAY PETROLEUM AGENCY,PONNANI (ON NH66),IOC,D1,10.760971,75.927561,100,64,107,108,,,,
2025-10,299051,BENZY FUEL,PONNANI (ON NH66),IOC,D1,10.776616,75.940181,77,74,76,70,,,,
2025-10,378694,JAI PETROLEUM,PONNANI (ON NH66),IOC,D1,10.70888,75.95597,0,0,0,0,,,,
2025-10,125128,BENZY PETROLEUM,Ponnani,IOC,C,10.78205,75.935614,92,65,88,74,,,,
2025-10,272261,POOLAKUNDAN PETROLEUM,PARAPPUR-TIR RSA,IOC,E,11.027646,75.995407,55,47,54,54,,,,
2025-10,185764,GRACE PETROLEUM,PARAPPANANGADI,IOC,C,11.052979,75.856068,116,108,113,141,,,,
2025-10,194760,PERUVALLUR PETROLEUM,PARAMBIL PEEDIKA,IOC,E,11.113143,75.947999,67,77,68,100,,,,
2025-10,269683,PALLIKKAL FUELS,PALLIKKAL BAZAR,IOC,E,11.150142,75.90978,20,28,20,28,,,,
2025-10,277552,MALIYAKKAL,OORAKAM,IOC,D2,11.0648,76.0286,110,230,115,325,,,,
2025-10,331474,MANISSERY FUELS,Naduvattom Karinkalathani Road,IOC,E,10.759932,75.972687,103,62,112,80,,,,
2025-10,333010,MUTHUVALLUR PETROLEUM,MUTHUVALLUR,IOC,E,11.1775,76.0016219,55,43,56,48,,,,
2025-10,353705,MALAPPURATH PETROLEUM,MATHAMKULAM,IOC,E,11.11675,75.93966,32,34,28,32,,,,
2025-10,371069,MEKKAMANNIL PETROLEUMS,MATHAMKULAM,IOC,E,11.1294769,75.946753,37,25,0,0,,,,
2025-10,125209,SREE PETROLEUM AGENCIES,KUTTIPURAM (ON NH),IOC,D1,10.863983,76.038315,87,129,63,89,,,,
2025-10,194519,ANRANJU FUELS,Kuttippuram,IOC,E,10.844916,76.031944,61,101,56,112,,,,
2025-10,271724,FATHIMA PETROLEUM,KURUMBATHUR,IOC,E,10.92512,75.997416,103,201,104,184,,,,
2025-10,352152,KANNAMANGALAM FUELS,KUNNUMPURAM,IOC,D2,11.09305549,75.95439927,106,120,98,118,,,,
2025-10,125236,KIMS PETROLEUM,KOTTAKKAL (ON SH),IOC,D2,11.009417,76.014228,115,150,115,155,,,,
2025-10,187703,NEELANKATH VEERANKUTTY HAJI,KOTTAKKAL (ON NH),IOC,D1,10.99159,75.993119,135,165,123,161,,,,
2025-10,208096,BROTHERS PETROLEUM,KONDOTTY (ON EDAVANNAPARA ROAD),IOC,C,11.154782,75.958198,58,192,49,163,,,,
2025-10,188647,COCOKONDOTTY,KONDOTTY,IOC,D1,11.14287,75.96855,81,111,82,114,,,,
2025-10,378662,KODINHI FUELS,KODINHI,IOC,E,11.006486,75.911834,49,31,0,0,,,,
2025-10,339065,MALIYAKKAL PETROLEUM,KANNAMANGALAM,IOC,E,11.099242,75.974777,12,86,12,112,,,,
2025-10,328648,NALLATUTHODIKA PETROLEUM,Kanjipura Moodal Bypass,IOC,E,10.8971,76.04429,54,62,52,56,,,,
2025-10,366391,P HAMZA HAJI & SONS ADHOC,KALPAKANCHERI,IOC,E,10.96218,75.97592,67,63,60,56,,,,
2025-10,374991,AMNA PETROLEUM,KALPAKANCHERI,IOC,E,10.9366296,75.9938703,0,0,0,0,,,,
2025-10,352145,B & B PETROLEUM,KALOTH,IOC,D2,11.1474457,75.9770871,88,84,86,86,,,,
2025-10,175973,P.P.PETROLEUM,KAKKANCHERY,IOC,D1,11.1512227,75.8942511,119,141,48,84,,,,
2025-10,372984,MKM PETROLEUM,KAKKANCHERY,IOC,D1,11.1416285,75.8949887,0,0,0,0,,,,
2025-10,125004,KOOLATH MOHAMMED & SONS,KAKKAD,IOC,D1,,,0,0,0,0,,,,
2025-10,125203,EVEREST FUELS,Eramangalam,IOC,D2,10.723029,75.976825,74,42,79,47,,,,
2025-10,187712,ABISHEK AUTO FUELS,Edappal (on SH),IOC,D2,10.796931,76.006488,100,104,92,79,,,,
2025-10,193920,NICE PETROLUEM,Edappal (on MDR),IOC,E,10.787483,75.977958,95,71,97,70,,,,
2025-10,208616,EMARAT PETROLEUM,Edappal (on MDR),IOC,E,10.784467,76.014109,80,64,100,104,,,,
2025-10,216348,NIMS PETROLEUM,CHIRAMANGALAM,IOC,E,11.026891,75.8675,66,98,73,132,,,,
2025-10,352137,V K PETROLEUM,CHETTIPADI TO CHELARI,IOC,E,11.093467,75.881241,78,74,84,88,,,,
2025-10,289393,CHAKKEERI PETROLEUM,CHERUR,IOC,E,11.064706,75.987303,60,75,60,90,,,,
2025-10,252629,UCHAKKAVIL FUELS,CHEMMAD,IOC,E,11.0480791,75.9094099,74,66,92,88,,,,
2025-10,367798,ZEAL FUELS,CHEMBRA,IOC,C,10.932758,75.9227693,62,28,0,0,,,,
2025-10,124986,N.C. PETROLEUM ENTERPRISES,CHELARI,IOC,D1,11.111501,75.889906,72,72,68,64,,,,
2025-10,335802,ENERGY FUEL PARK,Changaramkulam,IOC,D2,10.73285,76.039442,126,118,118,106,,,,
