month,outlet_id,name,trading_area,company,class_of_market,lat,lng,ms,hsd,ms_ly,hsd_ly,,,,
2026-04,16477,BROTHERS PETROLEUM,KOTTAKKAL (ON NH),RIL,D1,10.997152,75.987773,146,130,149,210,,,,
2026-04,35406,C.K.Gopinathan Fuels,Edappal (on SH),RIL,D2,10.7903466,76.008724,0,0,0,0,,,,
2026-04,21167,M.KUTTY HASSAN KUTTY & CO.,Edappal (on SH),BPC,#N/A,10.78325,76.00808,36,72,60,72,,,,
2026-04,21159,KEYTEES PETROLEUM,Valanchery,BPC,#N/A,10.88616,76.07249,104,124,84,96,,,,
2026-04,16516,VENGARA PETROLEUM AGENCY,KAKKAD,BPC,#N/A,11.03854,75.93775,194,178,140,120,,,,
2026-04,125001,K.P.KANDAYI & SONS,RAMANATTUKARA,IOC,#N/A,11.177208,75.860445,144,108,134,102,,,,
2026-04,16480,PARAPPANAD PETROLEUM,PARAPPANANGADI,BPC,#N/A,11.05017,75.85745,48,72,44,64,,,,
2026-04,16486,MIYAN PETROLEUM,THIRUNAVAYA,BPC,#N/A,10.86345,75.97881,76,68,56,52,,,,
2026-04,16473,MALIYAKKAL FUELS,CHEMMAD,BPC,#N/A,11.04678,75.91116,92,100,108,96,,,,
2026-04,16484,MALIYAKKAL FILLING STATION,VENGARA,BPC,#N/A,11.05125,75.98455,189,287,173,295,,,,
2026-04,16524,RISHA PETROLEUM,KALPAKANCHERI,BPC,#N/A,10.93998,75.98066,108,96,116,112,,,,
2026-04,16476,ITHIKKAL PETROLEUM,KOTTAKKAL (ON SH),BPC,#N/A,10.99992,75.99649,260,324,223,261,,,,
2026-04,16464,P M PETROLEUM,TANUR,BPC,#N/A,10.9675,75.88497,72,60,72,60,,,,
2026-04,21158,CHAITHRAM FUELS,KUTTIPURAM (ON NH),BPC,#N/A,10.85769,76.03654,20,28,28,32,,,,
2026-04,16533,BP-THALAPPARA,THALAPPARA,BPC,#N/A,11.07749,75.90329,191,142,203,195,,,,
2026-04,16521,THANKOM PETRO PARK,CHETTIPADI TO CHELARI,BPC,#N/A,11.094301,75.882707,68,52,76,44,,,,
2026-04,21150,ANUS FUEL AGENCY,KADAMPUZHA,BPC,#N/A,10.93927,76.03884,103,117,91,105,,,,
2026-04,21155,P.N.M.FUELS,Eramangalam,BPC,#N/A,10.70267,75.98235,124,68,102,62,,,,
2026-04,16044,FIDHA PETROLEUM,B.P ANGADI,BPC,#N/A,10.91748,75.9289,108,72,120,84,,,,
2026-04,16534,HAJI MUHAMMED ALI SONS,AILATHUR,BPC,#N/A,10.87173,75.9339,116,76,128,76,,,,
2026-04,32826,AYISHA PETROLEUM,PONNANI(ON SH62),BPC,#N/A,10.7804291,75.949126,116,88,102,50,,,,
2026-04,257215812,MOOKKAMPARAMBATH AUTO FUELS,VALLIKUNNU,BPC,#N/A,11.12183,75.84632,104,64,104,64,,,,
2026-04,257219106,MOROOTTIL FUELS,MORAYUR,BPC,#N/A,11.13336,76.01423,120,298,118,246,,,,
2026-04,257230305,CITY PETROLEUM,VAILATHUR,BPC,#N/A,10.96973,75.96513,130,130,88,84,,,,
2026-04,257233926,ROYAL FUELS,PALLIKKAL BAZAR,BPC,#N/A,11.14866,75.90246,92,88,84,84,,,,
2026-04,257258634,ALOHA PETROLEUM,NOT DEFINED,BPC,#N/A,11.14984,75.9603,20,16,0,0,,,,
2026-04,257258702,GREENWAY FUELS,NOT DEFINED,BPC,#N/A,10.89625,75.99469,0,0,0,0,,,,
2026-04,257259357,ROYAL AUTO FUELS,NOT DEFINED,BPC,#N/A,10.99995,76.05095,87,99,0,0,,,,
2026-04,257262369,IB AUTO FUELS,NOT DEFINED,BPC,#N/A,10.83596,76.01777,0,0,0,0,,,,
2026-04,351527,FATHIMA PETROLEUM ADHOC,VETTICHIRA,IOC,#N/A,10.928632,76.026286,0,0,0,0,,,,
2026-04,16468,PUTHIYAVEETIL AGENCY,KONDOTTY,HPCL,#N/A,11.15986,75.946536,0,0,0,0,,,,
2026-04,41316,MANI & CO - MS RESITMENT,Ponnani,HPCL,#N/A,10.78102,75.92429,0,0,0,0,,,,
2026-04,25841002036,J&M PETROLEUM,VAILATHUR,HPCL,#N/A,10.94342005,75.93893485,60,48,58,40,,,,
2026-04,25841002044,THEYYAMPATTIL PETROLEUM,PUTHANATHANI,HPCL,#N/A,10.934295,76.007081,64,72,36.5,44.5,,,,
2026-04,25841002047,PK AUTO FUELS,KAKKANCHERY,HPCL,#N/A,11.143891,75.895467,28,28,71,45,,,,
2026-04,25841005475,PAZHERI FUELS (Mar 12),KALOTH,HPCL,#N/A,11.147963,75.978487,64,56,60,48,,,,
2026-04,25841006132,ESS VEE AGENCIES,PONNANI (ON NH66),HPCL,#N/A,10.7810895,75.9243424,76,44,54,50,,,,
2026-04,25841006140,KUNDUPUZHUKKAL FUELS,VENGARA,HPCL,#N/A,11.05119267,75.98852245,125,195,106.5,211.5,,,,
2026-04,25841006143,THEJUS PETROLEUM,CHEMMAD(ON SH65),HPCL,#N/A,11.04314187,75.90503441,118,78,131,79,,,,
2026-04,25841006921,KPK PETROLEUM,AILATHUR,HPCL,#N/A,10.85486584,75.93893765,92,88,93,75,,,,
2026-04,25841009099,CP HASSAINAR HAJI SON,TANUR,HPCL,#N/A,10.95394043,75.87623017,24,12,24,40,,,,
2026-04,25841011141,MSHSD KOZHIKKAL SONS PETROLEUM,KAKKAD,HPCL,#N/A,10.99622094,75.96098932,76,56,56.5,52.5,,,,
2026-04,25841011151,MSHSD RAINBOW PETROLEUM,KURUMBATHUR,HPCL,#N/A,10.89844287,75.99555897,109,87,118,94,,,,
2026-04,25841011374,HSD MATSYAFED DIESEL BUNK PONNANI,Ponnani,HPCL,#N/A,10.785547,75.917065,0,108,0,84,,,,
2026-04,25841011412,DAKOTA FILL & FLY,Naduvattom Karinkalathani Road,HPCL,#N/A,10.7715175,75.9993812,73,61,77,59,,,,
2026-04,25841011423,VALLIYAMMU PETROLEUM,THAVANUR,HPCL,#N/A,10.842115,75.995081,154,166,131,147,,,,
2026-04,25841011494,HIGHWAY FUELS,RANDATHANI,HPCL,#N/A,10.974767,76.007309,75,93,48,60,,,,
2026-04,25841012278,KUMAR PETROLEUM,Edappal (on SH),HPCL,#N/A,10.7722207,76.0145387,182,508,192.5,324.5,,,,
2026-04,25841012299,STAR PETROLEUM,KAKKAD,HPCL,#N/A,11.021569,75.9485,40,44,36,36,,,,
2026-04,25841012307,KUNNUMPURAM PETROLEUM,KUNNUMPURAM,HPCL,#N/A,11.081187,75.95081,95,133,88,128,,,,
2026-04,25841012511,KOLAPPURAM PETROLEUMS,KOLAPPURAM,HPCL,#N/A,11.061555,75.934857,205,229,168,171,,,,
2026-04,25841012529,SHAHIN PETROLEUM,B.P ANGADI,HPCL,#N/A,10.900676,75.925526,249,201,120,84,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841026048,P ACHUTHAN NAIR AND CO,VALANCHERY-KOPPAM ROAD,HPCL,#N/A,10.91824946,75.9256698,58,94,56,94,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841028149,GOVINDA AGENCIES,Edappal (on SH),HPCL,#N/A,11.15982,75.94658,128,128,108,96,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841028341,PRIMO PETROLEUM,VALLIKUNNU,HPCL,#N/A,11.10483,75.838501,16,8,104,52,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841028674,M P T PETROLEUM,PALLIKKAL BAZAR,HPCL,#N/A,11.15229531,75.91773244,80,72,70,78,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841028728,WEST COAST PETROLEUM AGENCY,PARAPPANANGADI,HPCL,#N/A,11.05091,75.856599,13,27,19.5,45.5,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,2.58004E+12,MSHSD TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,#N/A,11.1032472,75.92452603,66,54,80,64,,,,
2026-04,25841064103,ENERGY PETROPARK,CHELARI,HPCL,#N/A,11.10311439,75.89234675,107,99,72,71,,,,
2026-04,25841069208,ADHOC KOLAPPURAM PETROLEUM AGENCY,B.P ANGADI,HPCL,#N/A,10.9007945,75.9255863,0,0,0,0,,,,
2026-04,25841069662,ADHOC KAMMUS FUELS,PULIKKAL,HPCL,#N/A,11.17078447,75.9131242,80,72,90,106,,,,
2026-04,25841070271,VOYAGE FUELS,KUTTIPURAM (ON NH),HPCL,#N/A,10.8668711,76.0406319,34,58,43,61,,,,
2026-04,25841070555,VISTA FUELS,VETTICHIRA,HPCL,#N/A,10.9135267,76.0454586,0,0,0,0,,,,
2026-04,25841072515,MATSAYFED FUELS PARAVANNA,VAKKAD,HPCL,#N/A,10.8965903,75.8928017,85,51,82,40,,,,
2026-04,25841072529,C K PETROLEUM,AILATHUR,HPCL,#N/A,10.8311267,75.9488692,97,97,93,61,,,,
2026-04,25841072566,NMS PETROLEUM,VATTATHANI,HPCL,#N/A,10.9589216,75.8958929,112,90,100.5,79.5,,,,
2026-04,25841072571,VORTEX FUELS,TIRUR (ON EZHUR ROAD),HPCL,#N/A,10.9079284,75.9369672,85,55,55,35,,,,
2026-04,25841074059,MALABAR PETROLEUM,VALIYAPARAMBU,HPCL,#N/A,11.0005722,76.0487356,38,46,73,65,,,,
2026-04,25841074485,PSM PETROLEUM,NOT DEFINED,HPCL,#N/A,11.1218012,75.8939007,0,0,0,0,,,,
2026-04,25841074486,ABRAJ PETROLEUM,NOT DEFINED,HPCL,E,10.7855157,76.0034548,150,84,0,0,,,,
2026-04,25841075039,TIRURANGADI FUELS,CHEMMAD,HPCL,#N/A,11.0342355,75.9081519,81,55,46,30,,,,
2026-04,25841075058,MAMBURAM FUELS,NOT DEFINED,HPCL,#N/A,11.0603333,75.9223056,69,63,0,0,,,,
2026-04,25841075131,L   K FUELS,B.P ANGADI,HPCL,#N/A,10.8723552,75.9332822,52,32,0,0,,,,
2026-04,25841075133,OASIS PETROLEUM,CHETTIPADI TO CHELARI,HPCL,#N/A,11.0805061,75.8584503,32,42,0,0,,,,
2026-04,25841076797,NICE PETROLEUM,Edappal (on MDR),HPCL,E,10.7849653,76.0181996,65,45,0,0,,,,
2026-04,25841077874,KN FUELS,NOT DEFINED,HPCL,#N/A,11.1240626,75.9029297,104,80,0,0,,,,
2026-04,25841085178,NILA PETROLEUM,NOT DEFINED,HPCL,#N/A,10.8191744,75.9694773,9,5,0,0,,,,
2026-04,25841088404,PUTHUPARAMB PETROLEUM,NOT DEFINED,HPCL,#N/A,11.0228061,75.9685653,59,55,0,0,,,,
2026-04,25841089707,SWADESHI FUELS,NOT DEFINED,HPCL,#N/A,10.8234258,75.979945,0,0,0,0,,,,
2026-04,25841091293,V V PETROLEUM,NOT DEFINED,HPCL,#N/A,10.7532693,75.9669838,0,0,0,0,,,,
2026-04,25841091544,SMART FUELS,NOT DEFINED,HPCL,#N/A,10.9048209,75.8980159,0,0,0,0,,,,
2026-04,25841091861,CHEMBIKKAL FUELS,NOT DEFINED,HPCL,#N/A,10.866636,76.0058651,0,0,0,0,,,,
2026-04,51930346,JIO KUTTIPURAM,NOT DEFINED,RIL,D1, , ,100,100,0,0,,,,
2026-04,51930347,JIO KONDOTTY,NOT DEFINED,RIL,D1, , ,100,90,0,0,,,,
2026-04,52025106,KARYAVATTOM PETROLEUM,KARYAVATTOM,MRPL,#N/A,11.02368,76.251088,94,124,80,95,,,,
2026-04,52026066,City Fuel Station,CHETTIPADI TO CHELARI,MRPL,#N/A, , ,80,80,0,12,,,,
2026-04,52032586,KOMBATHIYIL PETROLEUM ,NOT DEFINED,MRPL,D2, , ,30,50,0,0,,,,
2026-03,258634,ALOHA PETROLEUM,KONDOTTY,BPC,C,,,0,0,0,0,,,,
2026-03,172015,ANUS FUEL AGENCY,KADAMPUZHA,BPC,E,10.93927,76.03884,98,114,80,100,,,,
2026-03,189806,AYISHA PETROLEUM,PONNANI(ON SH62),BPC,D2,10.780234,75.9488313,120,84,108,64,,,,
2026-03,162956,BP-THALAPPARA,THALAPPARA,BPC,D1,11.0741104,75.9036425,170.583,116.823,141.577,106.742,,,,
2026-03,162537,CHAITHRAM FUELS,KUTTIPURAM (ON NH),BPC,D1,10.8576887,76.0365593,20,40,20,40,,,,
2026-03,230305,CITY PETROLEUM,VAILATHUR,BPC,D2,10.9703104,75.9658111,88,92,72,72,,,,
2026-03,182026,FIDHA PETROLEUM,B.P ANGADI,BPC,C,10.9037746,75.9219113,108,60,100,80,,,,
2026-03,258702,GREENWAY FUELS,KURUMBATHUR,BPC,E,,,4,8,0,0,,,,
2026-03,184424,HAJI MUHAMMED ALI SONS,AILATHUR,BPC,E,10.8715946,75.9338532,96,60,124,80,,,,
2026-03,262369,IB AUTO FUELS,Edappal (on SH),BPC,D2,,,0,0,0,0,,,,
2026-03,147927,ITHIKKAL PETROLEUM,KOTTAKKAL (ON SH),BPC,D2,10.9999633,75.9965663,221,263,198,220,,,,
2026-03,262908,KAPADAN FUELS,KONDOTTY,BPC,D1,11.1590926,75.9473427,0,0,0,0,,,,
2026-03,116140,KEYTEES PETROLEUM,Valanchery,BPC,D1,10.8867754,76.0728141,96,108,80,100,,,,
2026-03,254121,KOHINOOR PETROLEUM,CHELARI,BPC,D1,11.119522,75.8931872,75,71,0,0,,,,
2026-03,116136,M.KUTTY HASSAN KUTTY & CO.,Edappal (on SH),BPC,D2,10.7834019,76.0078356,36,72,68,76,,,,
2026-03,146267,MALIYAKKAL FILLING STATION,VENGARA,BPC,D2,11.0512894,75.9845704,173,311,153,299,,,,
2026-03,146265,MALIYAKKAL FUELS,CHEMMAD,BPC,E,11.0466849,75.9110172,84,96,120,96,,,,
2026-03,146264,MIYAN PETROLEUM,THIRUNAVAYA,BPC,E,10.86345,75.97881,57,53,48,60,,,,
2026-03,215812,MOOKKAMPARAMBATH AUTO FUELS (2020-21),VALLIKUNNU,BPC,E,11.12183,75.84632,100,56,104,64,,,,
2026-03,219106,MOROOTTIL FUELS (NRO 2020-21),MORAYUR,BPC,D1,11.13336,76.01423,100,234,107,225,,,,
2026-03,149639,P M PETROLEUM,TANUR,BPC,C,10.96751,75.88492,72,48,76,68,,,,
2026-03,180272,P.N.M.FUELS,Eramangalam,BPC,D2,10.70267,75.98235,104,64,104,64,,,,
2026-03,143244,PARAPPANAD PETROLEUM,PARAPPANANGADI,BPC,C,11.0424998,75.8614383,40,56,40,44,,,,
2026-03,146933,RISHA PETROLEUM,KALPAKANCHERI,BPC,E,10.93998,75.98066,97,97,112,104,,,,
2026-03,259357,ROYAL AUTO FUELS,OTHUKKUNGAL (ON SH),BPC,E,,,79,83,0,0,,,,
2026-03,233926,ROYAL FUELS,PALLIKKAL BAZAR,BPC,E,11.1485197,75.9024727,84,84,92,88,,,,
2026-03,168865,THANKOM PETRO PARK,CHETTIPADI TO CHELARI,BPC,E,11.0898756,75.878525,56,28,72,48,,,,
2026-03,116141,VENGARA PETROLEUM AGENCY,KAKKAD,BPC,D1,11.038625,75.937835,177,167,144,128,,,,
2026-03,41030308,5 7 PUTHIYAVEETIL AGENCIES,KONDOTTY,HPCL,D1,11.15986,75.946536,0,0,0,0,,,,
2026-03,41025523,7 MANI AND CO,Ponnani,HPCL,C,10.78221,75.91844,0,29,0,107,,,,
2026-03,41000173,7 MANI AND CO MS RESITEMENT,Ponnani,HPCL,C,10.78102,75.92429,83,0,77,0,,,,
2026-03,41074486,ABRAJ PETROLEUM,Edappal (on MDR),HPCL,E,10.7855157,76.0034548,128,68,0,4,,,,
2026-03,41069662,ADHOC KAMMUS FUELS/ADHOC KALATHINGAL PETROLEUM,PULIKKAL,HPCL,D1,11.17078447,75.9131242,101,105,99,109,,,,
2026-03,41028463,BALAN AND MOHAN,Kuttippuram,HPCL,E,10.8438062,76.031948,89,93,72,84,,,,
2026-03,41091861,CHEMBIKKAL FUELS,CHEMBIKKAL,HPCL,E,,,0,0,0,0,,,,
2026-03,41072529,CK PETROLEUM,AILATHUR,HPCL,E,10.8311191,75.9488763,74,78,87.5,75.5,,,,
2026-03,41009099,CP HASSAINAR HAJI SON,TANUR,HPCL,C,10.95394043,75.87623017,24,12,19,31,,,,
2026-03,41029341,CP MOHAMED KUTTY,KONDOTTY,HPCL,D1,11.1508858,75.9591193,80,120,100,128,,,,
2026-03,41011412,DAKOTA FILL & FLY,Naduvattom Karinkalathani Road,HPCL,E,10.7715175,75.9993812,62,50,79.5,52.5,,,,
2026-03,41064103,ENERGY PETRO PARK,CHELARI,HPCL,D1,11.1031333,75.892462,78,50,58,55,,,,
2026-03,41006132,ESS VEE AGENCIES,PONNANI (ON NH66),HPCL,D1,10.7810895,75.9243424,44,28,42,38,,,,
2026-03,41028149,GOVINDA AGENCIES,Edappal (on SH),HPCL,D2,10.8110471,76.0101634,108,108,100,100,,,,
2026-03,41011494,HIGHWAY FUELS,RANDATHANI,HPCL,D1,10.9747704,76.0073504,69,85,36,60,,,,
2026-03,41011374,HSD MATSYAFED DIESEL BUNK PONNANI,Ponnani,HPCL,C,10.785547,75.917065,0,120,0,84,,,,
2026-03,41002036,J&M PETROLEUM,VAILATHUR,HPCL,D2,10.9434552,75.9388991,52,32,55,42,,,,
2026-03,41027813,JAMEELA PETROLEU5,TIRUR(ON SH71),HPCL,D2,10.9181962,75.9257248,76,104,84,108,,,,
2026-03,41077874,KN FUELS,KOHINOOR,HPCL,E,11.1258707,75.8975123,107,77,0,0,,,,
2026-03,41012511,KOLAPPURAM PETROLEUM AG,KOLAPPURAM,HPCL,D1,11.0615467,75.9348007,157,205,118,114,,,,
2026-03,41006921,KPK PETROLEUM,AILATHUR,HPCL,E,10.85486584,75.93893765,75,77,85,80,,,,
2026-03,41012278,KUMAR PETROLEUM,Edappal (on SH),HPCL,D2,10.7722207,76.0145387,157,407,173.5,346.5,,,,
2026-03,41006140,KUNDUPUZHAKKAL FUELS,VENGARA,HPCL,D2,11.0512157,75.9884958,113,169,103,189,,,,
2026-03,41012307,KUNNUMPURAM PETROLEUM,KUNNUMPURAM,HPCL,D2,11.081187,75.95081,75,105,68,96,,,,
2026-03,41012528,L & G PETRO POINT,Changaramkulam,HPCL,D2,10.7327111,76.0440303,65,61,79,71,,,,
2026-03,41075131,L & K FUELS,B.P ANGADI,HPCL,E,10.8866792,75.9305574,62,38,0,0,,,,
2026-03,41028674,M P T Petroleum,PALLIKKAL BAZAR,HPCL,E,11.1522707,75.9177496,72,80,62,62,,,,
2026-03,41074059,MALABAR PETROLEUM,VALIYAPARAMBU,HPCL,E,11.0006541,76.0487356,34,36,72,64,,,,
2026-03,41075058,MAMPURAM FUELS,VK PADI MAMBURAM ROAD,HPCL,E,11.0767651,75.9029706,60,40,0,4,,,,
2026-03,41072515,MATSYAFED FUELS,VAKKAD,HPCL,E,10.8965965,75.8927423,98,46,79,47,,,,
2026-03,41028685,MSHSD CHANGAMPALLY FUELS,THIRUNAVAYA,HPCL,E,10.87099707,75.95968442,59,39,66,49,,,,
2026-03,41011141,MSHSD KOZHIKKAL SONS PETROLEUM,KAKKAD,HPCL,D1,10.99622094,75.96098932,68,52,89,76,,,,
2026-03,41011151,MSHSD RAINBOW PETROLEUM,KURUMBATHUR,HPCL,E,10.89844287,75.99555897,93,69,91,73,,,,
2026-03,41076797,NICE PETROLEUM,Edappal (on MDR),HPCL,E,10.7849653,76.0181996,58,50,0,4,,,,
2026-03,41085178,NILA PETROLEUM,NARIPARAMBA,HPCL,E,,,0,0,0,0,,,,
2026-03,41072566,NMS PETROLEUM,VATTATHANI,HPCL,C,10.9589216,75.8958929,83,57,91,79,,,,
2026-03,41075133,OASIS PETROLEUM,CHETTIPADI TO CHELARI,HPCL,E,11.0798806,75.8583326,12,12,0,0,,,,
2026-03,41030460,OTHUKUNGAL FUELS,OTHUKKUNGAL (ON SH),HPCL,D2,11.0225994,76.0235667,120,120,108,132,,,,
2026-03,41028450,P ACHUTHAN NAIR & CO-KO,KOTTAKKAL (ON NH),HPCL,D1,10.99908,75.99129,43,91,60,142,,,,
2026-03,41026048,P ACHUTHAN NAIR & CO-VA,VALANCHERY-KOPPAM ROAD,HPCL,C,10.8858393,76.0736275,50,90,50,100,,,,
2026-03,41002047,P K AUTO FUELS,KAKKANCHERY,HPCL,D1,11.143891,75.895467,19,23,60,40,,,,
2026-03,41005475,PAZHERI FUELS,KALOTH,HPCL,D2,11.1478335,75.9784852,56,52,52,56,,,,
2026-03,41028388,PC PETROLEUM,KAKKANCHERY,HPCL,D1,11.15615092,75.89105206,58,82,42,56,,,,
2026-03,41028341,PRIMO PETROLEUM,VALLIKUNNU,HPCL,E,11.10483,75.838501,72,36,92,40,,,,
2026-03,41074485,PSM PETROLEUM,CHELARI,HPCL,D1,,,0,0,0,0,,,,
2026-03,41088404,PUTHUPARAMB PETROLEUM,PUTHUPARAMB,HPCL,E,,,50,44,0,0,,,,
2026-03,41030288,RAHINA PETROLEU5,TIRUR,HPCL,C,10.9260204,75.9124693,80,64,108,84,,,,
2026-03,41002023,SEEPEACE FUELS,KONDOTTY,HPCL,D1,11.1423633,75.970181,95,125,113,191,,,,
2026-03,41091544,SMART FUELS,VAKKAD,HPCL,E,,,0,0,0,0,,,,
2026-03,41012299,STAR PETROLEUM,KAKKAD,HPCL,D1,11.0215473,75.9480411,36,36,33,37,,,,
2026-03,41089707,SWADESHI FUELS,THAVANUR,HPCL,D1,,,0,0,0,0,,,,
2026-03,41006143,THEJUS PETROLEUM CHEMMA,CHEMMAD(ON SH65),HPCL,D2,11.043076,75.9050597,95,59,118,64,,,,
2026-03,41028384,THEYYALINGAL PETROLEUM,THEYYALA,HPCL,E,10.9882831,75.9065332,88,56,115,76,,,,
2026-03,41002044,THEYYAMPATTIL PETROLEUM,PUTHANATHANI,HPCL,D1,10.9342565,76.0071006,62,72,40,44,,,,
2026-03,41075039,TIRURANGADI FUELS,CHEMMAD,HPCL,C,11.0342203,75.9081167,83,43,4,8,,,,
2026-03,41030464,TKB PETROLEUM,PARAMBIL PEEDIKA,HPCL,E,11.1033011,75.9244014,70,50,78,62,,,,
2026-03,41091293,V V PETROLEUM,Eramangalam,HPCL,D2,,,0,0,0,0,,,,
2026-03,41011423,VALLIYAMMU PETROLEUM,THAVANUR,HPCL,D1,10.8355228,75.9896452,140,152,128,152,,,,
2026-03,41028327,VENGARA FUELS,VENGARA-POOCHOLAMAD ROAD,HPCL,E,11.0550999,75.9780664,50,34,45,37,,,,
2026-03,41070555,VISTA FUELS,VETTICHIRA,HPCL,D1,10.9135126,76.0454023,0,0,0,0,,,,
2026-03,41072571,VORTEX FUELS,TIRUR (ON EZHUR ROAD),HPCL,C,10.9079172,75.9370621,64,30,66.5,34.5,,,,
2026-03,41070271,VOYAGE FUELS,KUTTIPURAM (ON NH),HPCL,D1,10.8668424,76.0406967,40,60,37,45,,,,
2026-03,41028728,WEST COAST PETROLEUM AG,PARAPPANANGADI,HPCL,C,11.0486724,75.8588415,17,37,24.5,47.5,,,,
2026-03,330792,A K PETROLEUM,THEYYALA,IOC,E,10.991809,75.914709,36,36,50,49,,,,
2026-03,187712,ABISHEK AUTO FUELS,Edappal (on SH),IOC,D2,10.796931,76.006488,78,86,88,80,,,,
2026-03,188253,ALKOS PETROLEUM AGENCY,B.P ANGADI,IOC,E,10.889744,75.929782,133,89,119,100,,,,
2026-03,337736,AMMENGARAS PETROLEUM,TIRUR (ON EZHUR ROAD),IOC,C,10.91527,75.92592,48,36,52,44,,,,
2026-03,374991,AMNA PETROLEUM,KALPAKANCHERI,IOC,E,10.9366296,75.9938703,48,44,0,0,,,,
2026-03,374994,ANANGADI FUELS,VALLIKUNNU,IOC,E,11.1095379,75.8362054,52,22,0,0,,,,
2026-03,194519,ANRANJU FUELS,Kuttippuram,IOC,E,10.844916,76.031944,62,90,52,92,,,,
2026-03,369496,ATR PETROLEUM ,VETTICHIRA,IOC,D1,10.9286167,76.02627153,65,73,44,52,,,,
2026-03,352145,B & B PETROLEUM,KALOTH,IOC,D2,11.1474457,75.9770871,80,76,72,72,,,,
2026-03,299051,BENZY FUEL,PONNANI (ON NH66),IOC,D1,10.776616,75.940181,82,72,65,45,,,,
2026-03,125128,BENZY PETROLEUM,Ponnani,IOC,C,10.78205,75.935614,89,65,90,64,,,,
2026-03,208096,BROTHERS PETROLEUM,KONDOTTY (ON EDAVANNAPARA ROAD),IOC,C,11.154782,75.958198,49,329,56,248,,,,
2026-03,289393,CHAKKEERI PETROLEUM,CHERUR,IOC,E,11.064706,75.987303,60,95,55,70,,,,
2026-03,386782,CHAPPANANGADI FUELS,VALIYAPARAMBU,IOC,E,,,0,0,0,0,,,,
2026-03,187704,CKM ASSOCIATES,Changaramkulam,IOC,D2,10.733841,76.031172,142,92,151,105,,,,
2026-03,188647,COCOKONDOTTY,KONDOTTY,IOC,D1,11.14287,75.96855,75.903,89.426,82.948,96.336,,,,
2026-03,289385,CP PETROLEUM,VAKKAD,IOC,E,10.875418,75.897813,96,68,92,60,,,,
2026-03,208616,EMARAT PETROLEUM,Edappal (on MDR),IOC,E,10.784467,76.014109,34,34,104,88,,,,
2026-03,335802,ENERGY FUEL PARK,Changaramkulam,IOC,D2,10.73285,76.039442,108,97,108,92,,,,
2026-03,125203,EVEREST FUELS,Eramangalam,IOC,D2,10.723029,75.976825,78,38,67,35,,,,
2026-03,271724,FATHIMA PETROLEUM,KURUMBATHUR,IOC,E,10.92512,75.997416,100,188,88,164,,,,
2026-03,384546,FORTY FOUR PETROLEUM,VALLIKUNNU,IOC,E,11.1243643,75.8602554,0,0,0,0,,,,
2026-03,367842,FUELMAX PETROLEUM,VAILATHUR-KARINKAPPARA ROAD,IOC,E,10.958012,75.946393,43,39,52,56,,,,
2026-03,188272,FULL FILL FUELS,TANUR,IOC,C,10.980408,75.876741,98,154,80,194,,,,
2026-03,365027,GOLDEN FUELS,VAZHAYUR,IOC,E,11.2120279,75.9037622,12,24,15,5,,,,
2026-03,185764,GRACE PETROLEUM,PARAPPANANGADI,IOC,C,11.052979,75.856068,105,75,104,114,,,,
2026-03,380970,GRAND FUELS,Kottakkal-Indianoor,IOC,C,10.9898428,76.0214803,0,0,0,0,,,,
