month,outlet_id,name,trading_area,company,lat,lng,ms,hsd,ms_ly,hsd_ly
2025-08,51810126,NVP PETROLEUM AGENCY,THEYYALA,NEL,10.999391,75.921136,62,86,65,70
2025-08,51816866,Pioneer Venture,RANDATHANI,NEL,,,35,80,35,50
2025-08,40617,REGAL AMPM,PULIKKAL,NEL,,,65,102,70,80
2025-08,35408,City Petroleum,PONNANI (ON NH66),NEL,,,70,90,50,70
2025-08,16481,THIRUVONAM ENTERPRISES,PARAPPANANGADI,NEL,11.0704677,75.8537779,65,82,45,45
2025-08,37561,PULIKKAL FUELS,MORAYUR,NEL,,,90,108,85,80
2025-08,41049,Mullakkalam Fuels,MATHAMKULAM,NEL,11.1313592,75.9440151,62,84,55,60
2025-08,51820546,RUNWAY PETROLEUM,CHIRAMANGALAM,NEL,11.0092005,75.8720943,47,48,55,60
2025-08,41970,KUNNATHERI PETROLEUM,CHELARI,NEL,,,58,90,45,52
2025-08,35407,Emirates Petroleum,Changaramkulam,NEL,,,0,0,0,0
2025-08,51810366,MAGMA FUELS,AYIKKARAPPADI,NEL,11.1806553,75.885785,82,85,80,70
2025-08,51815506,Naft Petroleum ,AILATHUR,NEL,10.838447,75.946537,75,80,75,70
2025-08,35405,GS International,Valanchery,RIL,10.8923441,76.0656241,110,155,110,80
2025-08,16463,Neeliyat Petroleum,TIRUR(ON SH71),RIL,10.9265725,75.9310443,109,120,110,104
2025-08,51917907,RAM FUELS,PARAPPANANGADI,RIL,11.0604608,75.8548487,173,192,180,210
2025-08,16477,BROTHERS PETROLEUM,KOTTAKKAL (ON NH),RIL,10.997152,75.987773,150,215,180,230
2025-08,35406,C.K.Gopinathan Fuels,Edappal (on SH),RIL,10.7903466,76.008724,0,0,0,0
